1738561065530
7
0,1006,604,0,0,134,5,210
0,1006,604,0,0,134,11,150
1738561066040
4
0,997,676,-15,6,143,5,132
0,997,676,0,0,143,5,150
1738561066552
1
0,997,677,0,0,143,5,510
1738561067066
8
0,987,681,-139,61,143,3,136
0,968,703,-139,301,0,7,134
0,966,708,-3,-1,0,7,12
0,966,708,-4,0,142,3,0
0,966,708,-4,0,141,3,18
0,947,706,-138,-13,141,3,180
0,946,706,-124,62,141,3,11
0,944,707,-124,62,140,3,19
1738561067571
4
0,939,709,-148,74,140,3,30
0,936,711,-143,0,140,5,28
0,923,711,-18,0,139,5,152
0,924,711,0,0,139,5,300
