1739744874880
4
0,539,434,0,0,157,4,150
0,571,436,145,10,157,2,240
0,589,380,145,-343,0,6,120
1739744875388
4
0,610,351,145,-43,0,6,150
0,641,386,145,377,0,6,210
0,642,390,67,-1,0,6,11
0,660,390,145,-3,161,2,139
1739744875900
7
0,673,390,144,-3,161,2,90
0,674,390,142,28,161,2,6
0,677,390,142,28,162,2,24
0,679,391,144,-25,162,2,10
0,702,387,140,-36,163,2,160
0,725,381,137,-44,164,2,163
0,733,378,138,-45,165,2,57
1739744876411
4
0,756,371,134,-53,165,2,166
0,776,363,129,-64,166,2,148
0,796,353,119,-82,167,2,154
0,801,350,119,-83,168,2,42
1739744876919
3
0,822,335,109,-94,168,2,176
0,844,316,97,-106,169,2,200
0,857,302,98,-107,170,2,134
1739744877428
6
0,865,292,97,-106,170,2,90
0,866,292,144,16,170,2,1
0,878,293,145,17,173,2,89
0,883,294,142,-35,173,2,28
0,911,287,136,-47,178,2,198
0,925,282,137,-48,179,2,104
1739744877939
4
0,934,279,127,-69,179,2,65
0,954,268,104,-100,180,2,157
0,982,241,144,-9,181,2,268
0,985,241,145,-9,184,2,20
1739744878449
8
0,998,240,117,-84,184,2,89
0,1001,237,117,-84,185,2,31
0,1005,235,144,6,185,2,28
0,1027,235,145,6,186,2,152
0,1028,236,137,-45,186,2,6
0,1035,233,137,-45,187,2,54
0,1037,233,144,6,187,2,11
0,1057,234,145,7,188,2,139
1739744878958
7
0,1078,234,145,6,188,2,150
0,1079,235,133,-49,188,4,1
0,1086,232,88,-33,189,4,59
0,1080,234,-152,57,189,3,60
0,1079,235,-142,-6,189,5,12
0,1070,234,-46,-2,188,5,78
0,1070,235,0,0,188,5,150
1739744879471
6
0,1070,233,0,0,188,5,180
0,1070,148,0,-42,0,7,270
0,1070,148,0,17,0,7,30
0,1072,148,0,0,0,7,0
0,1072,145,0,0,-3,17,30
1739744879965
1
0,1072,94,0,0,-3,17,510
1739744880483
5
0,1072,58,0,0,-3,17,300
0,1072,58,0,0,0,7,30
0,1071,58,-6,60,0,7,30
0,1072,61,-3,0,0,7,20
0,1057,61,-145,0,779,3,130
1739744880999
7
0,1052,61,-145,0,779,3,30
0,1051,61,-143,-19,779,3,11
0,1022,57,-143,-19,778,3,199
0,1022,57,-145,0,778,3,2
0,1019,57,-135,-51,777,3,20
0,990,46,-142,-27,776,3,221
0,986,45,-142,-28,775,3,27
1739744881507
3
0,954,39,-131,-60,775,3,224
0,919,23,-144,-11,774,3,265
0,916,23,-145,-12,773,3,21
1739744882022
3
0,870,19,-142,-25,773,3,318
0,859,17,-140,-36,772,3,77
0,843,13,-140,-36,771,3,115
1739744882528
4
0,828,9,-138,-44,771,3,106
0,803,1,-136,-49,770,3,181
0,781,-7,-130,-62,769,3,161
0,773,-11,-131,-63,768,3,62
1739744883041
4
0,758,-18,-102,-102,768,3,114
0,748,-28,-119,-82,767,3,97
0,722,-46,-92,-112,766,3,218
0,715,-55,-92,-112,765,3,81
1739744883551
3
0,699,-74,-134,-53,765,3,173
0,661,-89,-143,-23,764,3,281
0,653,-90,-143,-24,763,3,56
1739744884060
6
0,648,-91,-143,-23,763,3,30
0,642,-92,-48,-8,763,5,60
0,661,-89,138,54,763,2,142
0,666,-88,153,60,764,2,38
0,703,-170,153,-103,0,6,240
1739744884565
6
0,707,-172,153,-43,0,6,30
0,745,-121,105,14,0,6,247
0,768,-118,146,20,785,2,173
0,771,-118,147,0,785,2,15
0,773,-118,147,0,786,2,15
0,777,-118,97,0,786,4,30
1739744885077
2
0,779,-118,1,0,786,4,60
0,780,-118,0,0,786,4,450
