1738560346406
4
0,457,1529,0,0,406,5,360
0,466,1529,138,-7,406,2,120
0,470,1529,136,25,406,2,24
0,471,1529,136,26,407,2,6
1738560346915
4
0,502,1535,116,83,407,2,220
0,523,1550,183,27,408,2,146
0,543,1553,113,85,409,2,126
0,545,1555,113,85,410,2,18
1738560347425
3
0,559,1565,186,31,410,2,96
0,613,1574,131,54,403,2,366
0,620,1577,147,60,404,2,48
1738560347936
5
0,650,1589,146,60,404,2,210
0,652,1590,158,0,404,2,7
0,689,1590,138,0,405,2,263
0,692,1590,134,-33,405,2,19
0,693,1590,135,-34,398,2,11
1738560348448
5
0,705,1586,134,-33,398,2,90
0,708,1586,138,0,398,2,21
0,759,1586,138,0,399,2,369
0,760,1586,124,-62,399,2,5
0,763,1584,124,-62,400,2,25
1738560348958
4
0,763,1583,123,-61,400,2,0
0,792,1506,111,-15,0,6,270
0,820,1560,111,465,0,6,240
1738560349465
12
0,829,1609,111,645,0,6,90
0,830,1617,0,0,0,6,9
0,830,1617,0,0,384,2,21
0,838,1611,115,-76,384,2,150
0,842,1609,136,22,384,2,26
0,846,1609,140,23,385,2,34
0,848,1610,141,-12,385,2,9
0,859,1609,112,-80,386,2,78
0,862,1606,112,-80,387,2,33
0,866,1604,138,6,387,2,28
0,866,1604,138,6,388,2,2
0,870,1604,115,5,388,4,30
1738560349978
3
0,877,1604,43,1,388,4,90
0,878,1604,19,0,388,4,30
0,878,1605,0,0,388,4,390
