1738559578207
6
0,-933,1162,0,0,630,5,30
0,-916,1157,130,-47,630,2,180
0,-914,1156,137,18,630,2,22
0,-887,1159,140,19,631,2,188
0,-885,1160,141,0,631,2,19
0,-875,1160,139,0,632,2,71
1738559578719
6
0,-858,1160,138,0,632,2,120
0,-855,1160,136,-24,632,2,24
0,-845,1158,136,-24,633,2,66
0,-844,1158,135,29,633,2,14
0,-812,1165,141,31,634,2,227
0,-804,1168,142,91,0,6,59
1738559579229
7
0,-791,1184,142,271,0,6,90
0,-787,1192,10,-3,0,6,28
0,-784,1191,80,-29,625,2,62
0,-783,1191,100,13,625,2,12
0,-756,1194,140,19,626,2,198
0,-754,1195,141,0,626,2,18
0,-740,1195,139,0,627,2,102
1738559579735
7
0,-727,1195,138,0,627,2,90
0,-724,1195,136,-24,627,2,25
0,-715,1193,136,-24,628,2,65
0,-713,1193,135,29,628,2,15
0,-702,1194,141,31,629,2,75
0,-669,1118,142,-75,0,6,240
1738559580244
5
0,-664,1116,142,-15,0,6,30
0,-634,1157,142,405,0,6,210
0,-632,1166,0,0,0,6,20
0,-632,1166,0,0,239,2,10
0,-612,1154,117,-75,239,2,240
1738559580758
3
0,-608,1151,116,-75,239,2,30
0,-608,1151,138,5,239,2,4
0,-542,1153,139,5,240,2,476
1738559581270
4
0,-529,1153,138,5,240,2,90
0,-528,1154,133,-38,240,2,10
0,-486,1142,106,-88,241,2,314
0,-476,1133,107,-89,242,2,96
1738559581771
6
0,-474,1132,137,-20,242,2,18
0,-443,1127,137,-20,243,2,222
0,-441,1127,138,0,243,2,18
0,-410,1127,138,0,244,2,222
0,-409,1127,109,-84,244,2,8
0,-407,1125,110,-85,245,2,22
1738559582287
3
0,-383,1107,109,-84,245,2,210
0,-383,1107,137,19,245,2,8
0,-342,1113,140,20,246,2,292
1738559582795
8
0,-341,1113,132,-49,246,2,7
0,-310,1101,129,-48,247,2,233
0,-309,1101,131,43,247,2,12
0,-306,1101,131,43,248,2,18
0,-303,1103,125,-83,248,2,26
0,-288,1093,115,-76,249,2,124
0,-288,1093,138,5,249,2,4
0,-276,1093,139,5,230,2,86
1738559583307
3
0,-209,1095,138,5,230,2,480
0,-208,1096,133,-38,230,2,9
0,-205,1095,134,-38,231,2,21
1738559583819
3
0,-166,1084,106,-88,231,2,292
0,-154,1074,137,-20,232,2,112
0,-139,1072,137,-21,233,2,106
1738559584326
5
0,-122,1069,137,-20,233,2,120
